"","AIANNHCE","AIANNHNS","GEOID","NAME","NAMELSAD","LSAD","CLASSFP","COMPTYP","AIANNHR","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON"
"555","6855","02418682","6855R","Larsen Bay","Larsen Bay ANVSA","79","E1","R","F","G2130","S",13959500,5717265,"+57.5514229","-154.0045700"
"556","6605","02418621","6605R","Hughes","Hughes ANVSA","79","E1","R","F","G2130","S",10212134,2934838,"+66.0447470","-154.2368624"
"557","6825","02418673","6825R","Koyuk","Koyuk ANVSA","79","E1","R","F","G2130","S",12350334,0,"+64.9396069","-161.1512723"
"558","6915","02418698","6915R","Mary's Igloo","Mary's Igloo ANVSA","79","E1","R","F","G2130","S",1152435,125006,"+65.1534386","-165.0733749"
"559","7375","02419229","7375R","St. Michael","St. Michael ANVSA","79","E1","R","F","G2130","S",51848264,17190322,"+63.4642934","-162.1299020"
"560","7415","02419208","7415R","Savoonga","Savoonga ANVSA","79","E1","R","F","G2130","S",15787374,0,"+63.6807655","-170.4827819"
"561","6195","02418788","6195R","Belkofski","Belkofski ANVSA","79","E1","R","F","G2130","S",6911440,2007141,"+55.0912911","-162.0418988"
"562","6500","02418579","6500R","False Pass","False Pass ANVSA","79","E1","R","F","G2130","S",33061418,0,"+54.8900973","-163.4106443"
"563","6735","02418652","6735R","King Cove","King Cove ANVSA","79","E1","R","F","G2130","S",30280359,6474521,"+55.0587778","-162.2737171"
"564","7025","02418732","7025R","Nelson Lagoon","Nelson Lagoon ANVSA","79","E1","R","F","G2130","S",11816250,195536,"+55.9761638","-161.3105028"
"565","7410","02419207","7410R","Sand Point","Sand Point ANVSA","79","E1","R","F","G2130","S",19830957,552982,"+55.3133847","-160.4836172"
"566","6860","02575186","6860R","Lesnoi","Lesnoi ANVSA","79","E1","R","F","G2130","S",6250338,313897,"+57.7787534","-152.3363812"
"567","7485","02575191","7485R","Skagway","Skagway ANVSA","79","E1","R","F","G2130","S",212565339,11558314,"+59.5678375","-135.2584204"
"568","6725","02575182","6725R","Ketchikan","Ketchikan ANVSA","79","E1","R","F","G2130","S",55961364,266570,"+55.3715161","-131.6695939"
"569","6590","02418618","6590R","Hoonah","Hoonah ANVSA","79","E1","R","F","G2130","S",15555019,3319359,"+58.1224206","-135.4327701"
"570","7555","02419248","7555R","Tatitlek","Tatitlek ANVSA","79","E1","R","F","G2130","S",18808310,7254876,"+60.8938756","-146.6699217"
"571","7150","02419156","7150R","Old Harbor","Old Harbor ANVSA","79","E1","R","F","G2130","S",53174967,15516002,"+57.2200756","-153.3302885"
"572","7180","02419160","7180R","Ouzinkie","Ouzinkie ANVSA","79","E1","R","F","G2130","S",33853332,4742724,"+57.9102320","-152.3829745"
"573","7275","02419187","7275R","Port Lions","Port Lions ANVSA","79","E1","R","F","G2130","S",219518941,57061316,"+57.7852751","-152.7705691"
"574","6610","02418622","6610R","Huslia","Huslia ANVSA","79","E1","R","F","G2130","S",42564921,1670600,"+65.7192678","-156.2970718"
"575","6690","02418639","6690R","Kaltag","Kaltag ANVSA","79","E1","R","F","G2130","S",55917053,15595702,"+64.3138233","-158.7797265"
"576","6290","02418816","6290R","Chickaloon","Chickaloon ANVSA","79","E1","R","F","G2130","S",15428167454,156632361,"+62.2514458","-148.0094628"
"577","6785","02418661","6785R","Knik","Knik ANVSA","79","E1","R","F","G2130","S",17841617293,1233273206,"+62.0546111","-150.3354418"
"578","6910","02418697","6910R","Marshall","Marshall ANVSA","79","E1","R","F","G2130","S",11866366,10495,"+61.8811762","-162.0609233"
"579","6975","02418719","6975R","Mountain Village","Mountain Village ANVSA","79","E1","R","F","G2130","S",279969723,82410931,"+62.1213020","-163.8763569"
"580","7745","02419284","7745R","White Mountain","White Mountain ANVSA","79","E1","R","F","G2130","S",4669851,600451,"+64.6818305","-163.4119280"
"581","7560","02419250","7560R","Tazlina","Tazlina ANVSA","79","E1","R","F","G2130","S",31805877,2206764,"+62.0655223","-145.4434585"
"582","6795","02575184","6795R","Kodiak","Kodiak ANVSA","79","E1","R","F","G2130","S",126102227,993074,"+57.8554667","-152.5682612"
"583","6445","02418567","6445R","Egegik","Egegik ANVSA","79","E1","R","F","G2130","S",85542023,99116217,"+58.2326060","-157.4232218"
"584","6620","02418625","6620R","Igiugig","Igiugig ANVSA","79","E1","R","F","G2130","S",53296504,4000518,"+59.3012237","-155.8608992"
"585","6625","02418627","6625R","Iliamna","Iliamna ANVSA","79","E1","R","F","G2130","S",96171255,1201114,"+59.8128056","-154.8422622"
"586","6650","02418632","6650R","Ivanof Bay","Ivanof Bay ANVSA","79","E1","R","F","G2130","S",10860667,0,"+55.9181993","-159.4932984"
"587","6800","02418666","6800R","Kokhanok","Kokhanok ANVSA","79","E1","R","F","G2130","S",53938523,304137,"+59.4128736","-154.7466612"
"588","6865","02418684","6865R","Levelock","Levelock ANVSA","79","E1","R","F","G2130","S",31328830,0,"+59.0802102","-156.9052293"
"589","7035","02418738","7035R","Newhalen","Newhalen ANVSA","79","E1","R","F","G2130","S",15288004,6029866,"+59.7367633","-154.9007792"
"590","7100","02419145","7100R","Nondalton","Nondalton ANVSA","79","E1","R","F","G2130","S",21268094,1509270,"+59.9765566","-154.8639208"
"591","7205","02419163","7205R","Pedro Bay","Pedro Bay ANVSA","79","E1","R","F","G2130","S",44171617,5834641,"+59.7821613","-154.1079305"
"592","7215","02419166","7215R","Perryville","Perryville ANVSA","79","E1","R","F","G2130","S",28892567,51369,"+55.9306027","-159.1467858"
"593","7225","02419169","7225R","Pilot Point","Pilot Point ANVSA","79","E1","R","F","G2130","S",28260655,168030,"+57.5681035","-157.5625571"
"594","7270","02419186","7270R","Port Heiden","Port Heiden ANVSA","79","E1","R","F","G2130","S",131132686,1002867,"+56.9641768","-158.5806348"
"595","7665","02419274","7665R","Ugashik","Ugashik ANVSA","79","E1","R","F","G2130","S",233725743,4165191,"+57.5004421","-157.2810380"
"596","7640","02419265","7640R","Tuntutuliak","Tuntutuliak ANVSA","79","E1","R","F","G2130","S",4959675,628070,"+60.3452326","-162.6645663"
"597","7645","02419267","7645R","Tununak","Tununak ANVSA","79","E1","R","F","G2130","S",155603257,620620,"+60.6070813","-165.1282939"
"598","6710","02418644","6710R","Kasigluk","Kasigluk ANVSA","79","E1","R","F","G2130","S",31290193,2699384,"+60.8640561","-162.5378634"
"599","6750","02418656","6750R","Kipnuk","Kipnuk ANVSA","79","E1","R","F","G2130","S",51777110,821794,"+59.9364517","-164.0617513"
"600","6810","02418669","6810R","Kongiganak","Kongiganak ANVSA","79","E1","R","F","G2130","S",4868016,279431,"+59.9644575","-162.8831033"
"601","7630","02419263","7630R","Tuluksak","Tuluksak ANVSA","79","E1","R","F","G2130","S",7569570,254341,"+61.1042731","-160.9375722"
"602","6035","02418759","6035R","Alakanuk","Alakanuk ANVSA","79","E1","R","F","G2130","S",76485032,26008972,"+62.7111604","-164.6447123"
"603","6065","02418765","6065R","Algaaciq","Algaaciq ANVSA","79","E1","R","F","G2130","S",5568933,667735,"+62.0654294","-163.1609633"
"604","6095","02418771","6095R","Andreafsky","Andreafsky ANVSA","79","E1","R","F","G2130","S",66294843,5737110,"+62.0652861","-163.2494788"
"605","6225","02418793","6225R","Bill Moore's","Bill Moore's ANVSA","79","E1","R","F","G2130","S",6325331,0,"+62.9436623","-163.7811318"
"606","6285","02418813","6285R","Chevak","Chevak ANVSA","79","E1","R","F","G2130","S",2562639,54920,"+61.5310657","-165.5971990"
"607","6025","02418757","6025R","Akiak","Akiak ANVSA","79","E1","R","F","G2130","S",2615874,63649,"+60.9095814","-161.2271077"
"608","6615","02418623","6615R","Hydaburg","Hydaburg ANVSA","79","E1","R","F","G2130","S",1506298,5839,"+55.2041202","-132.8183410"
"609","6705","02418643","6705R","Kasaan","Kasaan ANVSA","79","E1","R","F","G2130","S",15542297,1265456,"+55.5612946","-132.4066184"
"610","6765","02418659","6765R","Klawock","Klawock ANVSA","79","E1","R","F","G2130","S",1809429,688257,"+55.5522743","-133.0968677"
"611","6990","02418721","6990R","Naknek","Naknek ANVSA","79","E1","R","F","G2130","S",211218413,1710232,"+58.7875810","-156.8925089"
"612","7505","02419226","7505R","South Naknek","South Naknek ANVSA","79","E1","R","F","G2130","S",243429905,6300829,"+58.6600408","-156.9875205"
"613","6420","02418558","6420R","Douglas","Douglas ANVSA","79","E1","R","F","G2130","S",198289487,102630,"+58.2672748","-134.5378816"
"614","7315","02419202","7315R","Russian Mission","Russian Mission ANVSA","79","E1","R","F","G2130","S",14455374,932223,"+61.7787369","-161.3642568"
"615","7425","02419210","7425R","Scammon Bay","Scammon Bay ANVSA","79","E1","R","F","G2130","S",1617260,0,"+61.8426245","-165.5832658"
"616","6460","02418571","6460R","Ekwok","Ekwok ANVSA","79","E1","R","F","G2130","S",42147704,3220884,"+59.3456639","-157.4880056"
"617","6905","02418696","6905R","Manokotak","Manokotak ANVSA","79","E1","R","F","G2130","S",92557847,3641826,"+59.0037869","-158.9952579"
"618","7040","02418736","7040R","New Koliganek","New Koliganek ANVSA","79","E1","R","F","G2130","S",43315466,889837,"+59.6966324","-157.2248472"
"619","7050","02418737","7050R","New Stuyahok","New Stuyahok ANVSA","79","E1","R","F","G2130","S",84130760,5778496,"+59.4851491","-157.3083696"
"620","7260","02419189","7260R","Portage Creek","Portage Creek ANVSA","79","E1","R","F","G2130","S",33338341,0,"+58.9049084","-157.6690522"
"621","7605","02419257","7605R","Togiak","Togiak ANVSA","79","E1","R","F","G2130","S",128820767,215500860,"+59.0520023","-160.3917201"
"622","7650","02419269","7650R","Twin Hills","Twin Hills ANVSA","79","E1","R","F","G2130","S",58982469,686087,"+59.0819009","-160.2785721"
"623","6390","02418852","6390R","Crooked Creek","Crooked Creek ANVSA","79","E1","R","F","G2130","S",258515579,19617639,"+61.7968531","-158.0810662"
"624","6440","02418566","6440R","Eek","Eek ANVSA","79","E1","R","F","G2130","S",2360326,317433,"+60.2142399","-162.0303621"
"625","6535","02418598","6535R","Georgetown","Georgetown ANVSA","79","E1","R","F","G2130","S",113448778,2902372,"+61.9278687","-157.6246478"
"626","6545","02418602","6545R","Goodnews Bay","Goodnews Bay ANVSA","79","E1","R","F","G2130","S",9645305,0,"+59.1287126","-161.5756562"
"627","6685","02418638","6685R","Kalskag","Kalskag ANVSA","79","E1","R","F","G2130","S",9549629,1150450,"+61.5391395","-160.3487161"
"628","6450","02418569","6450R","Eklutna","Eklutna ANVSA","79","E1","R","F","G2130","S",11786596,10405453,"+61.4668523","-149.3398170"
"629","6415","02418555","6415R","Dot Lake","Dot Lake ANVSA","79","E1","R","F","G2130","S",11052998,0,"+63.6622624","-144.0160143"
"630","6430","02418560","6430R","Eagle","Eagle ANVSA","79","E1","R","F","G2130","S",44056000,0,"+64.7434102","-141.1138615"
"631","6575","02418613","6575R","Healy Lake","Healy Lake ANVSA","79","E1","R","F","G2130","S",122683691,21452186,"+63.9828827","-144.7015062"
"632","7115","02419147","7115R","Northway","Northway ANVSA","79","E1","R","F","G2130","S",92948775,8749044,"+62.9367422","-141.8164714"
"633","7535","02419244","7535R","Tanacross","Tanacross ANVSA","79","E1","R","F","G2130","S",205569120,4251345,"+63.3280600","-143.4870871"
"634","7133","02419153","7133R","Nunam Iqua","Nunam Iqua ANVSA","79","E1","R","F","G2130","S",31421019,16447187,"+62.5065349","-164.9003839"
"635","7145","02419155","7145R","Ohogamiut","Ohogamiut ANVSA","79","E1","R","F","G2130","S",23208194,66140,"+61.5922551","-161.8729675"
"636","7185","02419161","7185R","Paimiut","Paimiut ANVSA","79","E1","R","F","G2130","S",65575756,0,"+61.7245152","-165.7641470"
"637","7230","02419170","7230R","Pilot Station","Pilot Station ANVSA","79","E1","R","F","G2130","S",4382285,1472334,"+61.9466210","-162.8783189"
"638","7235","02419171","7235R","Pitkas Point","Pitkas Point ANVSA","79","E1","R","F","G2130","S",3994054,0,"+62.0373931","-163.2668218"
"639","6335","02418834","6335R","Chuathbaluk","Chuathbaluk ANVSA","79","E1","R","F","G2130","S",8976837,4460271,"+61.5755393","-159.2470699"
"640","7263","02575189","7263R","Port Alsworth","Port Alsworth ANVSA","79","E1","R","F","G2130","S",58649594,161468,"+60.1578492","-154.3406085"
"641","6280","02418808","6280R","Chenega","Chenega ANVSA","79","E1","R","F","G2130","S",75848959,716582,"+60.0919025","-147.9946930"
"642","6325","02418829","6325R","Chistochina","Chistochina ANVSA","79","E1","R","F","G2130","S",69395615,0,"+62.6081853","-144.5993638"
"643","6330","02418831","6330R","Chitina","Chitina ANVSA","79","E1","R","F","G2130","S",309363156,826071,"+61.5272135","-144.5107625"
"644","6365","02418846","6365R","Copper Center","Copper Center ANVSA","79","E1","R","F","G2130","S",39904543,0,"+61.9909912","-145.3544387"
"645","6257","02575178","6257R","Canyon Village","Canyon Village ANVSA","79","E1","R","F","G2130","S",79690833,8157677,"+67.1805698","-142.0495142"
"646","7725","02575192","7725R","Venetie","Venetie ANVSA","79","E1","R","F","G2130","S",31082571,0,"+67.0287926","-146.4031740"
"647","7740","02419282","7740R","Wales","Wales ANVSA","79","E1","R","F","G2130","S",6539062,0,"+65.6141935","-168.0811180"
"648","6550","02418603","6550R","Grayling","Grayling ANVSA","79","E1","R","F","G2130","S",28393440,32864,"+62.8960427","-160.1129605"
"649","6585","02418617","6585R","Holy Cross","Holy Cross ANVSA","79","E1","R","F","G2130","S",78194973,18269028,"+62.1870163","-159.8560682"
"650","6295","02418820","6295R","Chignik","Chignik ANVSA","79","E1","R","F","G2130","S",29494086,11617234,"+56.2943551","-158.3956436"
"651","6300","02418821","6300R","Chignik Lagoon","Chignik Lagoon ANVSA","79","E1","R","F","G2130","S",35672336,0,"+56.3046229","-158.4985105"
"652","6305","02418823","6305R","Chignik Lake","Chignik Lake ANVSA","79","E1","R","F","G2130","S",40124984,9963544,"+56.2719692","-158.7891075"
"653","7580","02419255","7580R","Tetlin","Tetlin ANVSA","79","E1","R","F","G2130","S",473949706,28316371,"+63.1274888","-142.3897779"
"654","6455","02418570","6455R","Ekuk","Ekuk ANVSA","79","E1","R","F","G2130","S",10973221,0,"+58.8053739","-158.5308381"
"655","6165","02418782","6165R","Atqasuk","Atqasuk ANVSA","79","E1","R","F","G2130","S",100253717,9365008,"+70.4807859","-157.3254592"
"656","6175","02418784","6175R","Barrow","Barrow ANVSA","79","E1","R","F","G2130","S",48786920,6890236,"+71.2534997","-156.8000715"
"657","6680","02418636","6680R","Kaktovik","Kaktovik ANVSA","79","E1","R","F","G2130","S",1868602,583167,"+70.1212069","-143.6295306"
"658","7125","02419151","7125R","Nuiqsut","Nuiqsut ANVSA","79","E1","R","F","G2130","S",24400858,0,"+70.2171016","-150.9955451"
"659","7250","02419176","7250R","Point Hope","Point Hope ANVSA","79","E1","R","F","G2130","S",12479126,176635,"+68.3437315","-166.6693685"
"660","7255","02419177","7255R","Point Lay","Point Lay ANVSA","79","E1","R","F","G2130","S",73845998,9782126,"+69.7371317","-162.8352273"
"661","6850","02575185","6850R","Lake Minchumina","Lake Minchumina ANVSA","79","E1","R","F","G2130","S",9994973,1038607,"+63.8967171","-152.3243257"
"662","6315","02418826","6315R","Chilkoot","Chilkoot ANVSA","79","E1","R","F","G2130","S",1214982,0,"+59.2247938","-135.4449378"
"663","6105","02418773","6105R","Aniak","Aniak ANVSA","79","E1","R","F","G2130","S",30501016,6166529,"+61.5686380","-159.4988053"
"664","6160","02418780","6160R","Atmautluak","Atmautluak ANVSA","79","E1","R","F","G2130","S",1406142,1205791,"+60.8608905","-162.2711540"
"665","6205","02418790","6205R","Bethel","Bethel ANVSA","79","E1","R","F","G2130","S",111843906,14303368,"+60.7929985","-161.7934771"
"666","6255","02418800","6255R","Cantwell","Cantwell ANVSA","79","E1","R","F","G2130","S",257577229,150364,"+63.4113959","-148.7496224"
"667","6720","02418648","6720R","Kenaitze","Kenaitze ANVSA","79","E1","R","F","G2130","S",5074016109,251733362,"+60.5116368","-150.6209840"
"668","6995","02418725","6995R","Nanwalek","Nanwalek ANVSA","79","E1","R","F","G2130","S",21716631,35731,"+59.3265225","-151.9239022"
"669","7080","02418747","7080R","Ninilchik","Ninilchik ANVSA","79","E1","R","F","G2130","S",2327489442,1372961856,"+59.9853328","-151.5076675"
"670","7265","02419184","7265R","Port Graham","Port Graham ANVSA","79","E1","R","F","G2130","S",16544027,0,"+59.3397901","-151.8465013"
"671","7400","02419203","7400R","Salamatof","Salamatof ANVSA","79","E1","R","F","G2130","S",20954539,439434,"+60.6051831","-151.3117822"
"672","7435","02419212","7435R","Seldovia","Seldovia ANVSA","79","E1","R","F","G2130","S",34239732,3382785,"+59.4556539","-151.6642965"
"673","7655","02419272","7655R","Tyonek","Tyonek ANVSA","79","E1","R","F","G2130","S",32765198,1708101,"+61.0872043","-151.1605461"
"674","6340","02418835","6340R","Chulloonawick","Chulloonawick ANVSA","79","E1","R","F","G2130","S",92519949,26596268,"+62.9302856","-164.0852020"
"675","6480","02418573","6480R","Emmonak","Emmonak ANVSA","79","E1","R","F","G2130","S",19874051,3841424,"+62.7851828","-164.5663013"
"676","6570","02418609","6570R","Hamilton","Hamilton ANVSA","79","E1","R","F","G2130","S",13105564,397340,"+62.8911569","-163.8536641"
"677","6595","02418619","6595R","Hooper Bay","Hooper Bay ANVSA","79","E1","R","F","G2130","S",21291385,843348,"+61.5363829","-166.1228865"
"678","6815","02418671","6815R","Kotlik","Kotlik ANVSA","79","E1","R","F","G2130","S",9785486,1878918,"+63.0287517","-163.5357265"
"679","7735","02419281","7735R","Wainwright","Wainwright ANVSA","79","E1","R","F","G2130","S",46461390,0,"+70.6448377","-159.9186565"
"680","7765","02419292","7765R","Yakutat","Yakutat ANVSA","79","E1","R","F","G2130","S",260258226,9407358,"+59.5635878","-139.6061905"
"681","6470","02575181","6470R","Elim","Elim ANVSA","79","E1","R","F","G2130","S",795720628,22721123,"+64.6770644","-162.3237712"
"682","6075","02418768","6075R","Ambler","Ambler ANVSA","79","E1","R","F","G2130","S",23260405,4003440,"+67.1006570","-157.8478028"
"683","6250","02418797","6250R","Buckland","Buckland ANVSA","79","E1","R","F","G2130","S",3640031,417369,"+65.9758856","-161.1387323"
"684","7390","02419230","7390R","St. Paul","St. Paul ANVSA","79","E1","R","F","G2130","S",103539890,5998586,"+57.1790411","-170.3250684"
"685","7695","02419277","7695R","Unalaska","Unalaska ANVSA","79","E1","R","F","G2130","S",215425987,6063798,"+53.9107988","-166.5274463"
"686","6835","02418675","6835R","Kwethluk","Kwethluk ANVSA","79","E1","R","F","G2130","S",26047286,4035211,"+60.7932161","-161.4313897"
"687","6840","02418676","6840R","Kwigillingok","Kwigillingok ANVSA","79","E1","R","F","G2130","S",61487848,226610,"+59.8742339","-163.2055411"
"688","6845","02418678","6845R","Kwinhagak","Kwinhagak ANVSA","79","E1","R","F","G2130","S",11331092,2481889,"+59.7561139","-161.8906992"
"689","6875","02418686","6875R","Lime Village","Lime Village ANVSA","79","E1","R","F","G2130","S",198166257,5673660,"+61.3304812","-155.2383280"
"690","6890","02418690","6890R","Lower Kalskag","Lower Kalskag ANVSA","79","E1","R","F","G2130","S",3167754,1280459,"+61.5158128","-160.3576352"
"691","6935","02418705","6935R","Mekoryuk","Mekoryuk ANVSA","79","E1","R","F","G2130","S",16491474,14094,"+60.3707814","-166.2667489"
"692","7005","02418727","7005R","Napaimute","Napaimute ANVSA","79","E1","R","F","G2130","S",65245323,8317637,"+61.5571101","-158.7030374"
"693","7420","02419209","7420R","Saxman","Saxman ANVSA","79","E1","R","F","G2130","S",2528949,0,"+55.3228201","-131.5889692"
"694","6045","02418763","6045R","Aleknagik","Aleknagik ANVSA","79","E1","R","F","G2130","S",31890422,17610432,"+59.2889609","-158.6643428"
"695","6360","02418839","6360R","Clarks Point","Clarks Point ANVSA","79","E1","R","F","G2130","S",7957240,2541164,"+58.8333808","-158.5287993"
"696","6405","02418554","6405R","Dillingham","Dillingham ANVSA","79","E1","R","F","G2130","S",183628195,7194810,"+59.1331806","-158.5689254"
"697","7540","02419247","7540R","Tanana","Tanana ANVSA","79","E1","R","F","G2130","S",28595093,12025525,"+65.1845551","-152.0546429"
"698","7565","02419252","7565R","Telida","Telida ANVSA","79","E1","R","F","G2130","S",4335608,0,"+63.3793877","-153.2851665"
"699","6790","02418664","6790R","Kobuk","Kobuk ANVSA","79","E1","R","F","G2130","S",42007623,1347622,"+66.9240917","-156.9046795"
"700","6820","02418672","6820R","Kotzebue","Kotzebue ANVSA","79","E1","R","F","G2130","S",69698569,4361732,"+66.8704517","-162.5114473"
"701","7085","02418749","7085R","Noatak","Noatak ANVSA","79","E1","R","F","G2130","S",41968766,1778545,"+67.5894974","-163.0103322"
"702","7110","02419146","7110R","Noorvik","Noorvik ANVSA","79","E1","R","F","G2130","S",2429180,1089672,"+66.8279118","-161.0292172"
"703","7430","02419211","7430R","Selawik","Selawik ANVSA","79","E1","R","F","G2130","S",7582133,3060641,"+66.5907512","-160.0012060"
"704","6495","02418578","6495R","Eyak","Eyak ANVSA","79","E1","R","F","G2130","S",36734568,1798509,"+60.5447974","-145.6102397"
"705","6520","02418592","6520R","Gakona","Gakona ANVSA","79","E1","R","F","G2130","S",95033685,0,"+62.4033243","-145.0436910"
"706","6560","02418604","6560R","Gulkana","Gulkana ANVSA","79","E1","R","F","G2130","S",11215291,0,"+62.2688605","-145.3738322"
"707","6945","02418707","6945R","Mentasta Lake","Mentasta Lake ANVSA","79","E1","R","F","G2130","S",97848551,4425154,"+62.9035498","-143.7073917"
"708","6670","02418635","6670R","Kake","Kake ANVSA","79","E1","R","F","G2130","S",23210322,15564766,"+56.9776983","-133.9043928"
"709","6275","02418807","6275R","Chefornak","Chefornak ANVSA","79","E1","R","F","G2130","S",14814884,1749232,"+60.1512201","-164.2513642"
"710","7130","02419152","7130R","Nulato","Nulato ANVSA","79","E1","R","F","G2130","S",107511600,6014213,"+64.6898721","-158.2837696"
"711","7300","02419195","7300R","Rampart","Rampart ANVSA","79","E1","R","F","G2130","S",16777677,1473282,"+65.4991990","-150.1537980"
"712","7310","02419201","7310R","Ruby","Ruby ANVSA","79","E1","R","F","G2130","S",19760822,0,"+64.7223597","-155.5014326"
"713","7440","02419215","7440R","Shageluk","Shageluk ANVSA","79","E1","R","F","G2130","S",28697341,3501784,"+62.6668007","-159.5314242"
"714","7520","02419234","7520R","Stevens Village","Stevens Village ANVSA","79","E1","R","F","G2130","S",30141336,3750536,"+66.0237070","-149.0803135"
"715","7530","02419241","7530R","Takotna","Takotna ANVSA","79","E1","R","F","G2130","S",61682577,0,"+62.9823415","-156.0840594"
"716","6965","02418713","6965R","Minto","Minto ANVSA","79","E1","R","F","G2130","S",7833798,0,"+65.1517814","-149.3723838"
"717","7030","02418734","7030R","Nenana","Nenana ANVSA","79","E1","R","F","G2130","S",15268757,147278,"+64.5433395","-149.0712475"
"718","7070","02418744","7070R","Nikolai","Nikolai ANVSA","79","E1","R","F","G2130","S",11910120,735984,"+62.9985203","-154.3745674"
"719","6080","02418769","6080R","Anaktuvuk Pass","Anaktuvuk Pass ANVSA","79","E1","R","F","G2130","S",12521153,139518,"+68.1549323","-151.7052005"
"720","6830","02418674","6830R","Koyukuk","Koyukuk ANVSA","79","E1","R","F","G2130","S",14511943,290257,"+64.9022127","-157.6943354"
"721","6400","02418551","6400R","Deering","Deering ANVSA","79","E1","R","F","G2130","S",13072226,189695,"+66.0693133","-162.7686104"
"722","6730","02418650","6730R","Kiana","Kiana ANVSA","79","E1","R","F","G2130","S",2865627,0,"+66.9784297","-160.4318081"
"723","6755","02418658","6755R","Kivalina","Kivalina ANVSA","79","E1","R","F","G2130","S",3874039,6384782,"+67.7285793","-164.5396878"
"724","6540","02418601","6540R","Golovin","Golovin ANVSA","79","E1","R","F","G2130","S",9644263,0,"+64.5636669","-163.0010031"
"725","7010","02418728","7010R","Napakiak","Napakiak ANVSA","79","E1","R","F","G2130","S",11419091,1595548,"+60.6829284","-161.9987788"
"726","7020","02418729","7020R","Napaskiak","Napaskiak ANVSA","79","E1","R","F","G2130","S",9394191,912642,"+60.6975633","-161.7489157"
"727","7450","02419216","7450R","Shaktoolik","Shaktoolik ANVSA","79","E1","R","F","G2130","S",2712183,0,"+64.3590399","-161.2010187"
"728","7465","02419217","7465R","Shishmaref","Shishmaref ANVSA","79","E1","R","F","G2130","S",42679414,3163,"+66.1190709","-166.1232774"
"729","7500","02419225","7500R","Solomon","Solomon ANVSA","79","E1","R","F","G2130","S",8901172,13565493,"+64.5047153","-164.6088254"
"730","7510","02419232","7510R","Stebbins","Stebbins ANVSA","79","E1","R","F","G2130","S",94203046,4098043,"+63.4346061","-162.2776657"
"731","7570","02419253","7570R","Teller","Teller ANVSA","79","E1","R","F","G2130","S",4891793,521462,"+65.2516321","-166.3509783"
"732","7690","02419276","7690R","Unalakleet","Unalakleet ANVSA","79","E1","R","F","G2130","S",30749936,6659734,"+63.9312151","-160.7904194"
"733","6630","02418629","6630R","Inalik","Inalik ANVSA","79","E1","R","F","G2130","S",7357538,0,"+65.7537691","-168.9231512"
"734","6125","02418774","6125R","Anvik","Anvik ANVSA","79","E1","R","F","G2130","S",25071454,5889251,"+62.6309951","-160.2137255"
"735","6140","02418776","6140R","Arctic Village","Arctic Village ANVSA","79","E1","R","F","G2130","S",30974086,9702469,"+68.0953887","-145.6134390"
"736","6190","02418786","6190R","Beaver","Beaver ANVSA","79","E1","R","F","G2130","S",52462470,1940420,"+66.3905840","-147.3379160"
"737","6235","02418794","6235R","Birch Creek","Birch Creek ANVSA","79","E1","R","F","G2130","S",22654463,656079,"+66.2665195","-145.8738205"
"738","6265","02418804","6265R","Chalkyitsik","Chalkyitsik ANVSA","79","E1","R","F","G2130","S",21965868,733036,"+66.6468561","-143.7888952"
"739","6350","02418836","6350R","Circle","Circle ANVSA","79","E1","R","F","G2130","S",274636695,1398608,"+65.8385806","-144.1754302"
"740","6490","02418575","6490R","Evansville","Evansville ANVSA","79","E1","R","F","G2130","S",15594726,0,"+66.9031490","-151.5137763"
"741","6515","02418585","6515R","Fort Yukon","Fort Yukon ANVSA","79","E1","R","F","G2130","S",18770873,571554,"+66.5876075","-145.2291919"
"742","6525","02418594","6525R","Galena","Galena ANVSA","79","E1","R","F","G2130","S",44478351,16489111,"+64.7294249","-156.8729673"
"743","7470","02419218","7470R","Shungnak","Shungnak ANVSA","79","E1","R","F","G2130","S",23097640,2579356,"+66.8870994","-157.1637504"
"744","6895","02418700","6895R","McGrath","McGrath ANVSA","79","E1","R","F","G2130","S",122546986,18495811,"+62.9380771","-155.5485559"
"745","6900","02418694","6900R","Manley Hot Springs","Manley Hot Springs ANVSA","79","E1","R","F","G2130","S",38991600,0,"+65.0058624","-150.6146928"
"746","6020","02418755","6020R","Akiachak","Akiachak ANVSA","79","E1","R","F","G2130","S",37605410,4125835,"+60.9028856","-161.4217593"
"747","7065","02418741","7065R","Nightmute","Nightmute ANVSA","79","E1","R","F","G2130","S",13573021,11658,"+60.4837614","-164.7048572"
"748","7135","02419154","7135R","Nunapitchuk","Nunapitchuk ANVSA","79","E1","R","F","G2130","S",19310289,2588637,"+60.8824661","-162.4636368"
"749","7055","02418739","7055R","Newtok","Newtok ANVSA","79","E1","R","F","G2130","S",21554059,304638,"+60.8109933","-164.4991100"
"750","6385","02418851","6385R","Craig","Craig ANVSA","79","E1","R","F","G2130","S",37571013,6010651,"+55.4882325","-133.1110690"
"751","7175","02419157","7175R","Oscarville","Oscarville ANVSA","79","E1","R","F","G2130","S",6642069,495256,"+60.7234283","-161.7875078"
"752","7245","02419173","7245R","Platinum","Platinum ANVSA","79","E1","R","F","G2130","S",66483425,4143407,"+58.9963272","-161.7664957"
